3300009517-bin.12_KBJPLPBP_00001	K04063
3300009517-bin.12_KBJPLPBP_01562	K15727
3300009517-bin.12_KBJPLPBP_01563	K15726
3300009517-bin.12_KBJPLPBP_01571	K03215
3300009517-bin.12_KBJPLPBP_01574	K01991
3300009517-bin.12_KBJPLPBP_01576	K01711
3300009517-bin.12_KBJPLPBP_01578	K00971
3300009517-bin.12_KBJPLPBP_01587	K00640
3300009517-bin.12_KBJPLPBP_01589	K05946
3300009517-bin.12_KBJPLPBP_01595	K03606
3300009517-bin.12_KBJPLPBP_01598	K08679
3300009517-bin.12_KBJPLPBP_01599	K03606
3300009517-bin.12_KBJPLPBP_01603	K21572
3300009517-bin.12_KBJPLPBP_01605	K07165
3300009517-bin.12_KBJPLPBP_01606	K03088
3300009517-bin.12_KBJPLPBP_01609	K21572
3300009517-bin.12_KBJPLPBP_01611	K07165
3300009517-bin.12_KBJPLPBP_01612	K03088
3300009517-bin.12_KBJPLPBP_01618	K21572
3300009517-bin.12_KBJPLPBP_01620	K07165
3300009517-bin.12_KBJPLPBP_01621	K03088
3300009517-bin.12_KBJPLPBP_01622	K01216
3300009517-bin.12_KBJPLPBP_01626	K00174
3300009517-bin.12_KBJPLPBP_01627	K00175
3300009517-bin.12_KBJPLPBP_01629	K07338
3300009517-bin.12_KBJPLPBP_01630	K10106
3300009517-bin.12_KBJPLPBP_01631	K16091
3300009517-bin.12_KBJPLPBP_01632	K02529
3300009517-bin.12_KBJPLPBP_01636	K01686
3300009517-bin.12_KBJPLPBP_01639	K00446
3300009517-bin.12_KBJPLPBP_01642	K15509
3300009517-bin.12_KBJPLPBP_01647	K07214
3300009517-bin.12_KBJPLPBP_01657	K00344
3300009517-bin.12_KBJPLPBP_01658	K07133
3300009517-bin.12_KBJPLPBP_01660	K09992
3300009517-bin.12_KBJPLPBP_01661	K08738
3300009517-bin.12_KBJPLPBP_01683	K05275
3300009517-bin.12_KBJPLPBP_01684	K07303
3300009517-bin.12_KBJPLPBP_01685	K06001
3300009517-bin.12_KBJPLPBP_01691	K03296
3300009517-bin.12_KBJPLPBP_01703	K01610
3300009517-bin.12_KBJPLPBP_01704	K03499
3300009517-bin.12_KBJPLPBP_01705	K03498
3300009517-bin.12_KBJPLPBP_01706	K01207
3300009517-bin.12_KBJPLPBP_01707	K00018
3300009517-bin.12_KBJPLPBP_01708	K09015
3300009517-bin.12_KBJPLPBP_01709	K09013
3300009517-bin.12_KBJPLPBP_01710	K15725
3300009517-bin.12_KBJPLPBP_01712	K15726
3300009517-bin.12_KBJPLPBP_01714	K15725
3300009517-bin.12_KBJPLPBP_01715	K15727
3300009517-bin.12_KBJPLPBP_01716	K15726
3300009517-bin.12_KBJPLPBP_01717	K01061
3300009517-bin.12_KBJPLPBP_01718	K02171
3300009517-bin.12_KBJPLPBP_01730	K03545
3300009517-bin.12_KBJPLPBP_01732	K00951
3300009517-bin.12_KBJPLPBP_01733	K03711
3300009517-bin.12_KBJPLPBP_01734	K01939
3300009517-bin.12_KBJPLPBP_01736	K05844
3300009517-bin.12_KBJPLPBP_01739	K21572
3300009517-bin.12_KBJPLPBP_01744	K01607
3300009517-bin.12_KBJPLPBP_01751	K02341
3300009517-bin.12_KBJPLPBP_01752	K08994
3300009517-bin.12_KBJPLPBP_01756	K07214
3300009517-bin.12_KBJPLPBP_01760	K08994
3300009517-bin.12_KBJPLPBP_01777	K00648
3300009517-bin.12_KBJPLPBP_01778	K23264
3300009517-bin.12_KBJPLPBP_01779	K17103
3300009517-bin.12_KBJPLPBP_01780	K01069
3300009517-bin.12_KBJPLPBP_01788	K00612
3300009517-bin.12_KBJPLPBP_01789	K01524
3300009517-bin.12_KBJPLPBP_01790	K00227
3300009517-bin.12_KBJPLPBP_01791	K07566
3300009517-bin.12_KBJPLPBP_01792	K07114
3300009517-bin.12_KBJPLPBP_01793	K16238
3300009517-bin.12_KBJPLPBP_01799	K07095
3300009517-bin.12_KBJPLPBP_01808	K01876
3300009517-bin.12_KBJPLPBP_01810	K03639
3300009517-bin.12_KBJPLPBP_01812	K06929
3300009517-bin.12_KBJPLPBP_01813	K18707
3300009517-bin.12_KBJPLPBP_01814	K01915
3300009517-bin.12_KBJPLPBP_01815	K00330
3300009517-bin.12_KBJPLPBP_01817	K01881
3300009517-bin.12_KBJPLPBP_01819	K06076
3300009517-bin.12_KBJPLPBP_01824	K03286
3300009517-bin.12_KBJPLPBP_01825	K01255
3300009517-bin.12_KBJPLPBP_01828	K00912
3300009517-bin.12_KBJPLPBP_01830	K06152
3300009517-bin.12_KBJPLPBP_01836	K07075
3300009517-bin.12_KBJPLPBP_01837	K07075
3300009517-bin.12_KBJPLPBP_01838	K20534
3300009517-bin.12_KBJPLPBP_01847	K01991
3300009517-bin.12_KBJPLPBP_01858	K01953
3300009517-bin.12_KBJPLPBP_01861	K00566
3300009517-bin.12_KBJPLPBP_01867	K21420
3300009517-bin.12_KBJPLPBP_01868	K01624
3300009517-bin.12_KBJPLPBP_01871	K01669
3300009517-bin.12_KBJPLPBP_01873	K01845
3300009517-bin.12_KBJPLPBP_01875	K01835
3300009517-bin.12_KBJPLPBP_01878	K04750
3300009517-bin.12_KBJPLPBP_01882	K06915
3300009517-bin.12_KBJPLPBP_01885	K02146
3300009517-bin.12_KBJPLPBP_01891	K01785
3300009517-bin.12_KBJPLPBP_01893	K07395
3300009517-bin.12_KBJPLPBP_01895	K14194
3300009517-bin.12_KBJPLPBP_01901	K10679
3300009517-bin.12_KBJPLPBP_01903	K21572
3300009517-bin.12_KBJPLPBP_01907	K03271
3300009517-bin.12_KBJPLPBP_01908	K06926
3300009517-bin.12_KBJPLPBP_01910	K00059
3300009517-bin.12_KBJPLPBP_01912	K05811
3300009517-bin.12_KBJPLPBP_01917	K08296
3300009517-bin.12_KBJPLPBP_01919	K02837
3300009517-bin.12_KBJPLPBP_01920	K07317
3300009517-bin.12_KBJPLPBP_01922	K01838
3300009517-bin.12_KBJPLPBP_01925	K00485
3300009517-bin.12_KBJPLPBP_01928	K02558
3300009517-bin.12_KBJPLPBP_01929	K14742
3300009517-bin.12_KBJPLPBP_01934	K01173
3300009517-bin.12_KBJPLPBP_01936	K03526
3300009517-bin.12_KBJPLPBP_01942	K09022
3300009517-bin.12_KBJPLPBP_01943	K02171
3300009517-bin.12_KBJPLPBP_01944	K03832
3300009517-bin.12_KBJPLPBP_01945	K16190
3300009517-bin.12_KBJPLPBP_01948	K01619
3300009517-bin.12_KBJPLPBP_01952	K08676
3300009517-bin.12_KBJPLPBP_01960	K02004
3300009517-bin.12_KBJPLPBP_01966	K07459
3300009517-bin.12_KBJPLPBP_01970	K03782
3300009517-bin.12_KBJPLPBP_01971	K04761
3300009517-bin.12_KBJPLPBP_01985	K07214
3300009517-bin.12_KBJPLPBP_01989	K02051
3300009517-bin.12_KBJPLPBP_01990	K15577
3300009517-bin.12_KBJPLPBP_01992	K07486
3300009517-bin.12_KBJPLPBP_01994	K02575
3300009517-bin.12_KBJPLPBP_01996	K00367
3300009517-bin.12_KBJPLPBP_02004	K03088
3300009517-bin.12_KBJPLPBP_02005	K00819
3300009517-bin.12_KBJPLPBP_02007	K03718
3300009517-bin.12_KBJPLPBP_02014	K07443
3300009517-bin.12_KBJPLPBP_02016	K08307
3300009517-bin.12_KBJPLPBP_02017	K00588
3300009517-bin.12_KBJPLPBP_02022	K00338
3300009517-bin.12_KBJPLPBP_02023	K16370
3300009517-bin.12_KBJPLPBP_02024	K03978
3300009517-bin.12_KBJPLPBP_02025	K08234
3300009517-bin.12_KBJPLPBP_02026	K02204
3300009517-bin.12_KBJPLPBP_02032	K16091
3300009517-bin.12_KBJPLPBP_02040	K02014
3300009517-bin.12_KBJPLPBP_02061	K03286
3300009517-bin.12_KBJPLPBP_02063	K02477
3300009517-bin.12_KBJPLPBP_02066	K01951
3300009517-bin.12_KBJPLPBP_02068	K01752
3300009517-bin.12_KBJPLPBP_02078	K01286
3300009517-bin.12_KBJPLPBP_02080	K01779
3300009517-bin.12_KBJPLPBP_02081	K00077
3300009517-bin.12_KBJPLPBP_02082	K03320
3300009517-bin.12_KBJPLPBP_02085	K06152
3300009517-bin.12_KBJPLPBP_02088	K05970
3300009517-bin.12_KBJPLPBP_02091	K00059
3300009517-bin.12_KBJPLPBP_02092	K01235
3300009517-bin.12_KBJPLPBP_02093	K01686
3300009517-bin.12_KBJPLPBP_02097	K02529
3300009517-bin.12_KBJPLPBP_02099	K01358
3300009517-bin.12_KBJPLPBP_02105	K21147
3300009517-bin.12_KBJPLPBP_02107	K17218
3300009517-bin.12_KBJPLPBP_02109	K07112
3300009517-bin.12_KBJPLPBP_02110	K07112
3300009517-bin.12_KBJPLPBP_02113	K09004
3300009517-bin.12_KBJPLPBP_02114	K19713
3300009517-bin.12_KBJPLPBP_02115	K21572
3300009517-bin.12_KBJPLPBP_02117	K01069
3300009517-bin.12_KBJPLPBP_02118	K07090
3300009517-bin.12_KBJPLPBP_02124	K01286
3300009517-bin.12_KBJPLPBP_02127	K01902
3300009517-bin.12_KBJPLPBP_02129	K01719
3300009517-bin.12_KBJPLPBP_02136	K03630
3300009517-bin.12_KBJPLPBP_02146	K01755
3300009517-bin.12_KBJPLPBP_02147	K19092
3300009517-bin.12_KBJPLPBP_02149	K03565
3300009517-bin.12_KBJPLPBP_02150	K08191
3300009517-bin.12_KBJPLPBP_02154	K03924
3300009517-bin.12_KBJPLPBP_02158	K03561
3300009517-bin.12_KBJPLPBP_02159	K03559
3300009517-bin.12_KBJPLPBP_02160	K03559
3300009517-bin.12_KBJPLPBP_02161	K03832
3300009517-bin.12_KBJPLPBP_02163	K02040
3300009517-bin.12_KBJPLPBP_02167	K03088
3300009517-bin.12_KBJPLPBP_02171	K21572
3300009517-bin.12_KBJPLPBP_02173	K21572
3300009517-bin.12_KBJPLPBP_02175	K01126
3300009517-bin.12_KBJPLPBP_02178	K01126
3300009517-bin.12_KBJPLPBP_02179	K22390
3300009517-bin.12_KBJPLPBP_02181	K00931
3300009517-bin.12_KBJPLPBP_02182	K13993
3300009517-bin.12_KBJPLPBP_02183	K07052
3300009517-bin.12_KBJPLPBP_02184	K02238
3300009517-bin.12_KBJPLPBP_02185	K07491
3300009517-bin.12_KBJPLPBP_02192	K03719
3300009517-bin.12_KBJPLPBP_02193	K15789
3300009517-bin.12_KBJPLPBP_02194	K00639
3300009517-bin.12_KBJPLPBP_02196	K01206
3300009517-bin.12_KBJPLPBP_02199	K03534
3300009517-bin.12_KBJPLPBP_02200	K02429
3300009517-bin.12_KBJPLPBP_02201	K01206
3300009517-bin.12_KBJPLPBP_02202	K02529
3300009517-bin.12_KBJPLPBP_02204	K21572
3300009517-bin.12_KBJPLPBP_02209	K01195
3300009517-bin.12_KBJPLPBP_02213	K00939
3300009517-bin.12_KBJPLPBP_02214	K03979
3300009517-bin.12_KBJPLPBP_02216	K00014
3300009517-bin.12_KBJPLPBP_02219	K03527
3300009517-bin.12_KBJPLPBP_02222	K11165
3300009517-bin.12_KBJPLPBP_02224	K02303
3300009517-bin.12_KBJPLPBP_02225	K00362
3300009517-bin.12_KBJPLPBP_02226	K00363
3300009517-bin.12_KBJPLPBP_02229	K07090
3300009517-bin.12_KBJPLPBP_02231	K02950
3300009517-bin.12_KBJPLPBP_02232	K02992
3300009517-bin.12_KBJPLPBP_02233	K03110
3300009517-bin.12_KBJPLPBP_02235	K02913
3300009517-bin.12_KBJPLPBP_02237	K12454
3300009517-bin.12_KBJPLPBP_02245	K00721
3300009517-bin.12_KBJPLPBP_02248	K21498
3300009517-bin.12_KBJPLPBP_02252	K03088
3300009517-bin.12_KBJPLPBP_02253	K02435
3300009517-bin.12_KBJPLPBP_02265	K02115
3300009517-bin.12_KBJPLPBP_02267	K02111
3300009517-bin.12_KBJPLPBP_02270	K05989
3300009517-bin.12_KBJPLPBP_02273	K00602
3300009517-bin.12_KBJPLPBP_02274	K07386
3300009517-bin.12_KBJPLPBP_02277	K07576
3300009517-bin.12_KBJPLPBP_02280	K05794
3300009517-bin.12_KBJPLPBP_02282	K03544
3300009517-bin.12_KBJPLPBP_02283	K04564
3300009517-bin.12_KBJPLPBP_02284	K11991
3300009517-bin.12_KBJPLPBP_02285	K02078
3300009517-bin.12_KBJPLPBP_02286	K03332
3300009517-bin.12_KBJPLPBP_02287	K00847
3300009517-bin.12_KBJPLPBP_02292	K07001
3300009517-bin.12_KBJPLPBP_02293	K13747
3300009517-bin.12_KBJPLPBP_02298	K03811
3300009517-bin.12_KBJPLPBP_02299	K00700
3300009517-bin.12_KBJPLPBP_02302	K02014
3300009517-bin.12_KBJPLPBP_02311	K03088
3300009517-bin.12_KBJPLPBP_02315	K15537
3300009517-bin.12_KBJPLPBP_02319	K02014
3300009517-bin.12_KBJPLPBP_02320	K03841
3300009517-bin.12_KBJPLPBP_02329	K02503
3300009517-bin.12_KBJPLPBP_02331	K02355
3300009517-bin.12_KBJPLPBP_02332	K02946
3300009517-bin.12_KBJPLPBP_02340	K21469
3300009517-bin.12_KBJPLPBP_02345	K03088
3300009517-bin.12_KBJPLPBP_02346	K07165
3300009517-bin.12_KBJPLPBP_02348	K21572
3300009517-bin.12_KBJPLPBP_02349	K01130
3300009517-bin.12_KBJPLPBP_02350	K01130
3300009517-bin.12_KBJPLPBP_02351	K21470
3300009517-bin.12_KBJPLPBP_02352	K04046
3300009517-bin.12_KBJPLPBP_02357	K02477
3300009517-bin.12_KBJPLPBP_02360	K07148
3300009517-bin.12_KBJPLPBP_02361	K07386
3300009517-bin.12_KBJPLPBP_02362	K18333
3300009517-bin.12_KBJPLPBP_02363	K02429
3300009517-bin.12_KBJPLPBP_02364	K07133
3300009517-bin.12_KBJPLPBP_02370	K08325
3300009517-bin.12_KBJPLPBP_02372	K01768
3300009517-bin.12_KBJPLPBP_02373	K09954
3300009517-bin.12_KBJPLPBP_02378	K06181
3300009517-bin.12_KBJPLPBP_02380	K10532
3300009517-bin.12_KBJPLPBP_02381	K02477
3300009517-bin.12_KBJPLPBP_02390	K03734
3300009517-bin.12_KBJPLPBP_02394	K00645
3300009517-bin.12_KBJPLPBP_02397	K00241
3300009517-bin.12_KBJPLPBP_02398	K00239
3300009517-bin.12_KBJPLPBP_02400	K00240
3300009517-bin.12_KBJPLPBP_02404	K03316
3300009517-bin.12_KBJPLPBP_02409	K01867
3300009517-bin.12_KBJPLPBP_02410	K19302
3300009517-bin.12_KBJPLPBP_02414	K00948
3300009517-bin.12_KBJPLPBP_02415	K02897
3300009517-bin.12_KBJPLPBP_02416	K03671
3300009517-bin.12_KBJPLPBP_02417	K00791
3300009517-bin.12_KBJPLPBP_02418	K01937
3300009517-bin.12_KBJPLPBP_02420	K21574
3300009517-bin.12_KBJPLPBP_02421	K17836
3300009517-bin.12_KBJPLPBP_02422	K01921
3300009517-bin.12_KBJPLPBP_02425	K03088
3300009517-bin.12_KBJPLPBP_02426	K07165
3300009517-bin.12_KBJPLPBP_02432	K01423
3300009517-bin.12_KBJPLPBP_02435	K06048
3300009517-bin.12_KBJPLPBP_02438	K07478
3300009517-bin.12_KBJPLPBP_02440	K03088
3300009517-bin.12_KBJPLPBP_02441	K01486
3300009517-bin.12_KBJPLPBP_02445	K03596
3300009517-bin.12_KBJPLPBP_02448	K00627
3300009517-bin.12_KBJPLPBP_02449	K01419
3300009517-bin.12_KBJPLPBP_02452	K01056
3300009517-bin.12_KBJPLPBP_02457	K06155
3300009517-bin.12_KBJPLPBP_02458	K02016
3300009517-bin.12_KBJPLPBP_02462	K01790
3300009517-bin.12_KBJPLPBP_02466	K03208
3300009517-bin.12_KBJPLPBP_02469	K21883
3300009517-bin.12_KBJPLPBP_02470	K12373
3300009517-bin.12_KBJPLPBP_02473	K02014
3300009517-bin.12_KBJPLPBP_02475	K00428
3300009517-bin.12_KBJPLPBP_02476	K02020
3300009517-bin.12_KBJPLPBP_02477	K02018
3300009517-bin.12_KBJPLPBP_02480	K02014
3300009517-bin.12_KBJPLPBP_02481	K21572
3300009517-bin.12_KBJPLPBP_02482	K01273
3300009517-bin.12_KBJPLPBP_02486	K01870
3300009517-bin.12_KBJPLPBP_02488	K01625
3300009517-bin.12_KBJPLPBP_02489	K03088
3300009517-bin.12_KBJPLPBP_02492	K02114
3300009517-bin.12_KBJPLPBP_02493	K02112
3300009517-bin.12_KBJPLPBP_02496	K02492
3300009517-bin.12_KBJPLPBP_02497	K01266
3300009517-bin.12_KBJPLPBP_02500	K00024
3300009517-bin.12_KBJPLPBP_02505	K04487
3300009517-bin.12_KBJPLPBP_02507	K17609
3300009517-bin.12_KBJPLPBP_02508	K04567
3300009517-bin.12_KBJPLPBP_02512	K03269
3300009517-bin.12_KBJPLPBP_02513	K10947
3300009517-bin.12_KBJPLPBP_02519	K03814
3300009517-bin.12_KBJPLPBP_02522	K07588
3300009517-bin.12_KBJPLPBP_02523	K00991
3300009517-bin.12_KBJPLPBP_02524	K07568
3300009517-bin.12_KBJPLPBP_02527	K02234
3300009517-bin.12_KBJPLPBP_02528	K02014
3300009517-bin.12_KBJPLPBP_02532	K06201
3300009517-bin.12_KBJPLPBP_02533	K02564
3300009517-bin.12_KBJPLPBP_02534	K09922
3300009517-bin.12_KBJPLPBP_02540	K07454
3300009517-bin.12_KBJPLPBP_02544	K01207
3300009517-bin.12_KBJPLPBP_02550	K00794
3300009517-bin.12_KBJPLPBP_02557	K01465
3300009517-bin.12_KBJPLPBP_02564	K03088
3300009517-bin.12_KBJPLPBP_02565	K07165
3300009517-bin.12_KBJPLPBP_02568	K03294
3300009517-bin.12_KBJPLPBP_02569	K06886
3300009517-bin.12_KBJPLPBP_02571	K19222
3300009517-bin.12_KBJPLPBP_02573	K01591
3300009517-bin.12_KBJPLPBP_02574	K14347
3300009517-bin.12_KBJPLPBP_02589	K09005
3300009517-bin.12_KBJPLPBP_02590	K01883
3300009517-bin.12_KBJPLPBP_02591	K00876
3300009517-bin.12_KBJPLPBP_02597	K08307
3300009517-bin.12_KBJPLPBP_02599	K00721
3300009517-bin.12_KBJPLPBP_02600	K01599
3300009517-bin.12_KBJPLPBP_02602	K01820
3300009517-bin.12_KBJPLPBP_02604	K00344
3300009517-bin.12_KBJPLPBP_02605	K01889
3300009517-bin.12_KBJPLPBP_02608	K01815
3300009517-bin.12_KBJPLPBP_02609	K12454
3300009517-bin.12_KBJPLPBP_02610	K03549
3300009517-bin.12_KBJPLPBP_02611	K00343
3300009517-bin.12_KBJPLPBP_02613	K00927
3300009517-bin.12_KBJPLPBP_02615	K01130
3300009517-bin.12_KBJPLPBP_02617	K03923
3300009517-bin.12_KBJPLPBP_02618	K00131
3300009517-bin.12_KBJPLPBP_02622	K06048
3300009517-bin.12_KBJPLPBP_02625	K03474
3300009517-bin.12_KBJPLPBP_02626	K09022
3300009517-bin.12_KBJPLPBP_02627	K00632
3300009517-bin.12_KBJPLPBP_02631	K03307
3300009517-bin.12_KBJPLPBP_02633	K06872
3300009517-bin.12_KBJPLPBP_02634	K06872
3300009517-bin.12_KBJPLPBP_02635	K03744
3300009517-bin.12_KBJPLPBP_02637	K01126
3300009517-bin.12_KBJPLPBP_02638	K01649
3300009517-bin.12_KBJPLPBP_02640	K00108
3300009517-bin.12_KBJPLPBP_02642	K07979
3300009517-bin.12_KBJPLPBP_02646	K02146
3300009517-bin.12_KBJPLPBP_02648	K01478
3300009517-bin.12_KBJPLPBP_02651	K00754
3300009517-bin.12_KBJPLPBP_02655	K03524
3300009517-bin.12_KBJPLPBP_02656	K09710
3300009517-bin.12_KBJPLPBP_02657	K03798
3300009517-bin.12_KBJPLPBP_02658	K09780
3300009517-bin.12_KBJPLPBP_02659	K02970
3300009517-bin.12_KBJPLPBP_02660	K01524
3300009517-bin.12_KBJPLPBP_02661	K13875
3300009517-bin.12_KBJPLPBP_02664	K00798
3300009517-bin.12_KBJPLPBP_02665	K00826
3300009517-bin.12_KBJPLPBP_02666	K19158
3300009517-bin.12_KBJPLPBP_02668	K12984
3300009517-bin.12_KBJPLPBP_02674	K08676
3300009517-bin.12_KBJPLPBP_02679	K18929
3300009517-bin.12_KBJPLPBP_02680	K18928
3300009517-bin.12_KBJPLPBP_02689	K07302
3300009517-bin.12_KBJPLPBP_02690	K07303
3300009517-bin.12_KBJPLPBP_02692	K14189
3300009517-bin.12_KBJPLPBP_02697	K00433
3300009517-bin.12_KBJPLPBP_02708	K00091
3300009517-bin.12_KBJPLPBP_02711	K07168
3300009517-bin.12_KBJPLPBP_02714	K12524
3300009517-bin.12_KBJPLPBP_02716	K03973
3300009517-bin.12_KBJPLPBP_02719	K01685
3300009517-bin.12_KBJPLPBP_02721	K01679
3300009517-bin.12_KBJPLPBP_02722	K13993
3300009517-bin.12_KBJPLPBP_02725	K03088
3300009517-bin.12_KBJPLPBP_02726	K01897
3300009517-bin.12_KBJPLPBP_02728	K17836
3300009517-bin.12_KBJPLPBP_02730	K00118
3300009517-bin.12_KBJPLPBP_02732	K01714
3300009517-bin.12_KBJPLPBP_02734	K21572
3300009517-bin.12_KBJPLPBP_02744	K04744
3300009517-bin.12_KBJPLPBP_02745	K03687
3300009517-bin.12_KBJPLPBP_02746	K03686
3300009517-bin.12_KBJPLPBP_02753	K07259
3300009517-bin.12_KBJPLPBP_02757	K01816
3300009517-bin.12_KBJPLPBP_02758	K00569
3300009517-bin.12_KBJPLPBP_02761	K15738
3300009517-bin.12_KBJPLPBP_02775	K10012
3300009517-bin.12_KBJPLPBP_02780	K02551
3300009517-bin.12_KBJPLPBP_02782	K03719
3300009517-bin.12_KBJPLPBP_02783	K00259
3300009517-bin.12_KBJPLPBP_02784	K05996
3300009517-bin.12_KBJPLPBP_02787	K07491
3300009517-bin.12_KBJPLPBP_02788	K07464
3300009517-bin.12_KBJPLPBP_02789	K15342
3300009517-bin.12_KBJPLPBP_02790	K09951
3300009517-bin.12_KBJPLPBP_02875	K03630
3300009517-bin.12_KBJPLPBP_02899	K01448
3300009517-bin.12_KBJPLPBP_02910	K00849
3300009517-bin.12_KBJPLPBP_02911	K00111
3300009517-bin.12_KBJPLPBP_02919	K11927
3300009517-bin.12_KBJPLPBP_02927	K03831
3300009517-bin.12_KBJPLPBP_02928	K03088
3300009517-bin.12_KBJPLPBP_02929	K07165
3300009517-bin.12_KBJPLPBP_02931	K21572
3300009517-bin.12_KBJPLPBP_02937	K15923
3300009517-bin.12_KBJPLPBP_02938	K16213
3300009517-bin.12_KBJPLPBP_02943	K06921
3300009517-bin.12_KBJPLPBP_02954	K02429
3300009517-bin.12_KBJPLPBP_02955	K08081
3300009517-bin.12_KBJPLPBP_02956	K07305
3300009517-bin.12_KBJPLPBP_02959	K03111
3300009517-bin.12_KBJPLPBP_02960	K03575
3300009517-bin.12_KBJPLPBP_02963	K08301
3300009517-bin.12_KBJPLPBP_02965	K07568
3300009517-bin.12_KBJPLPBP_02966	K21814
3300009517-bin.12_KBJPLPBP_02973	K04078
3300009517-bin.12_KBJPLPBP_02975	K00252
3300009517-bin.12_KBJPLPBP_02977	K00287
3300009517-bin.12_KBJPLPBP_02979	K04075
3300009517-bin.12_KBJPLPBP_02980	K16213
3300009517-bin.12_KBJPLPBP_02982	K00275
3300009517-bin.12_KBJPLPBP_02987	K00147
3300009517-bin.12_KBJPLPBP_02989	K02171
3300009517-bin.12_KBJPLPBP_02992	K20459
3300009517-bin.12_KBJPLPBP_02993	K20461
3300009517-bin.12_KBJPLPBP_03007	K03088
3300009517-bin.12_KBJPLPBP_03008	K03284
3300009517-bin.12_KBJPLPBP_03018	K00764
3300009517-bin.12_KBJPLPBP_03019	K01929
3300009517-bin.12_KBJPLPBP_03022	K00248
3300009517-bin.12_KBJPLPBP_03023	K00059
3300009517-bin.12_KBJPLPBP_03027	K08591
3300009517-bin.12_KBJPLPBP_03030	K21065
3300009517-bin.12_KBJPLPBP_03038	K06889
3300009517-bin.12_KBJPLPBP_03040	K03892
3300009517-bin.12_KBJPLPBP_03041	K03286
3300009517-bin.12_KBJPLPBP_03043	K00858
3300009517-bin.12_KBJPLPBP_03046	K19802
3300009517-bin.12_KBJPLPBP_03060	K01654
3300009517-bin.12_KBJPLPBP_03063	K15899
3300009517-bin.12_KBJPLPBP_03066	K15894
3300009517-bin.12_KBJPLPBP_03070	K03442
3300009517-bin.12_KBJPLPBP_03071	K00287
3300009517-bin.12_KBJPLPBP_03072	K13049
3300009517-bin.12_KBJPLPBP_03073	K07133
3300009517-bin.12_KBJPLPBP_03079	K02945
3300009517-bin.12_KBJPLPBP_03082	K00184
3300009517-bin.12_KBJPLPBP_03083	K00185
3300009517-bin.12_KBJPLPBP_03087	K02275
3300009517-bin.12_KBJPLPBP_03089	K02259
3300009517-bin.12_KBJPLPBP_03090	K02257
3300009517-bin.12_KBJPLPBP_03092	K02276
3300009517-bin.12_KBJPLPBP_03095	K08976
3300009517-bin.12_KBJPLPBP_03097	K02493
3300009517-bin.12_KBJPLPBP_03099	K08998
3300009517-bin.12_KBJPLPBP_03104	K00945
3300009517-bin.12_KBJPLPBP_03115	K00164
3300009517-bin.12_KBJPLPBP_03116	K00658
3300009517-bin.12_KBJPLPBP_03119	K00382
3300009517-bin.12_KBJPLPBP_03120	K19147
3300009517-bin.12_KBJPLPBP_03121	K09748
3300009517-bin.12_KBJPLPBP_03122	K02600
3300009517-bin.12_KBJPLPBP_03123	K02519
3300009517-bin.12_KBJPLPBP_03124	K07052
3300009517-bin.12_KBJPLPBP_03126	K00981
3300009517-bin.12_KBJPLPBP_03129	K01740
3300009517-bin.12_KBJPLPBP_03130	K04487
3300009517-bin.12_KBJPLPBP_03133	K21572
3300009517-bin.12_KBJPLPBP_03137	K21572
3300009517-bin.12_KBJPLPBP_03138	K09164
3300009517-bin.12_KBJPLPBP_03139	K22622
3300009517-bin.12_KBJPLPBP_03140	K17225
3300009517-bin.12_KBJPLPBP_03142	K13282
3300009517-bin.12_KBJPLPBP_03145	K02477
3300009517-bin.12_KBJPLPBP_03155	K02242
3300009517-bin.12_KBJPLPBP_03159	K19172
3300009517-bin.12_KBJPLPBP_03160	K19171
3300009517-bin.12_KBJPLPBP_03165	K01154
3300009517-bin.12_KBJPLPBP_03166	K03427
3300009517-bin.12_KBJPLPBP_03192	K00688
3300009517-bin.12_KBJPLPBP_03193	K01216
3300009517-bin.12_KBJPLPBP_03202	K02314
3300009517-bin.12_KBJPLPBP_03210	K03088
3300009517-bin.12_KBJPLPBP_03211	K07137
3300009517-bin.12_KBJPLPBP_03217	K03767
3300009517-bin.12_KBJPLPBP_03225	K02014
3300009517-bin.12_KBJPLPBP_03228	K03518
3300009517-bin.12_KBJPLPBP_03229	K03520
3300009517-bin.12_KBJPLPBP_03230	K03519
3300009517-bin.12_KBJPLPBP_03233	K02198
3300009517-bin.12_KBJPLPBP_03234	K02197
3300009517-bin.12_KBJPLPBP_03237	K02195
3300009517-bin.12_KBJPLPBP_03238	K02194
3300009517-bin.12_KBJPLPBP_03241	K10947
3300009517-bin.12_KBJPLPBP_03243	K01880
3300009517-bin.12_KBJPLPBP_03248	K03797
3300009517-bin.12_KBJPLPBP_03253	K01256
3300009517-bin.12_KBJPLPBP_03254	K00133
3300009517-bin.12_KBJPLPBP_03257	K01934
3300009517-bin.12_KBJPLPBP_03258	K03305
3300009517-bin.12_KBJPLPBP_03260	K03296
3300009517-bin.12_KBJPLPBP_03266	K07133
3300009517-bin.12_KBJPLPBP_03267	K03113
3300009517-bin.12_KBJPLPBP_03269	K15977
3300009517-bin.12_KBJPLPBP_03271	K01286
3300009517-bin.12_KBJPLPBP_03273	K09836
3300009517-bin.12_KBJPLPBP_03275	K00949
3300009517-bin.12_KBJPLPBP_03276	K19802
3300009517-bin.12_KBJPLPBP_03278	K01810
3300009517-bin.12_KBJPLPBP_03281	K07727
